"","city","word","n","total","rank","term frequency"
"526","Boston","remain",114,690688,526,0.000165052816901408
"527","Boston","strike",114,690688,527,0.000165052816901408
"528","Boston","lavender",113,690688,528,0.000163604985174203
"529","Boston","policy",113,690688,529,0.000163604985174203
"530","Boston","spirit",113,690688,530,0.000163604985174203
"531","Boston","angry",112,690688,531,0.000162157153446998
"532","Boston","careful",112,690688,532,0.000162157153446998
"533","Boston","farm",112,690688,533,0.000162157153446998
"534","Boston","painful",112,690688,534,0.000162157153446998
"535","Boston","caution",111,690688,535,0.000160709321719792
"536","Boston","chilly",111,690688,536,0.000160709321719792
"537","Boston","hilarious",110,690688,537,0.000159261489992587
"538","Boston","shack",110,690688,538,0.000159261489992587
"539","Boston","frustrate",109,690688,539,0.000157813658265382
"540","Boston","adventure",108,690688,540,0.000156365826538176
"541","Boston","bitterness",108,690688,541,0.000156365826538176
"542","Boston","claw",108,690688,542,0.000156365826538176
"543","Boston","labor",108,690688,543,0.000156365826538176
"544","Boston","lynch",108,690688,544,0.000156365826538176
"545","Boston","romance",108,690688,545,0.000156365826538176
"546","Boston","treasure",107,690688,546,0.000154917994810971
"547","Boston","attack",106,690688,547,0.000153470163083766
"548","Boston","suck",106,690688,548,0.000153470163083766
"549","Boston","budget",105,690688,549,0.00015202233135656
"550","Boston","cheer",105,690688,550,0.00015202233135656
"551","Boston","dietary",105,690688,551,0.00015202233135656
"552","Boston","chai",104,690688,552,0.000150574499629355
"553","Boston","christmas",104,690688,553,0.000150574499629355
"554","Boston","dare",104,690688,554,0.000150574499629355
"555","Boston","fortune",104,690688,555,0.000150574499629355
"556","Boston","playful",104,690688,556,0.000150574499629355
"557","Boston","rain",104,690688,557,0.000150574499629355
"558","Boston","refuse",103,690688,558,0.00014912666790215
"559","Boston","amuse",102,690688,559,0.000147678836174944
"560","Boston","fix",102,690688,560,0.000147678836174944
"561","Boston","fort",102,690688,561,0.000147678836174944
"562","Boston","magic",102,690688,562,0.000147678836174944
"563","Boston","notable",102,690688,563,0.000147678836174944
"564","Boston","boil",101,690688,564,0.000146231004447739
"565","Boston","overbear",101,690688,565,0.000146231004447739
"566","Boston","genuine",100,690688,566,0.000144783172720534
"567","Boston","parade",100,690688,567,0.000144783172720534
"568","Boston","scorpion",100,690688,568,0.000144783172720534
"569","Boston","bubble",99,690688,569,0.000143335340993328
"570","Boston","depth",99,690688,570,0.000143335340993328
"571","Boston","distract",99,690688,571,0.000143335340993328
"572","Boston","drunken",99,690688,572,0.000143335340993328
"573","Boston","alas",98,690688,573,0.000141887509266123
"574","Boston","comfy",98,690688,574,0.000141887509266123
"575","Boston","fulfill",98,690688,575,0.000141887509266123
"576","Boston","struggle",97,690688,576,0.000140439677538918
"577","Boston","creativity",96,690688,577,0.000138991845811712
"578","Boston","football",96,690688,578,0.000138991845811712
"579","Boston","infamous",96,690688,579,0.000138991845811712
"580","Boston","leaf",96,690688,580,0.000138991845811712
"581","Boston","risk",96,690688,581,0.000138991845811712
"582","Boston","sex",96,690688,582,0.000138991845811712
"583","Boston","soul",96,690688,583,0.000138991845811712
"584","Boston","fee",95,690688,584,0.000137544014084507
"585","Boston","poison",95,690688,585,0.000137544014084507
"586","Boston","wed",95,690688,586,0.000137544014084507
"587","Boston","apologetic",94,690688,587,0.000136096182357302
"588","Boston","curious",94,690688,588,0.000136096182357302
"589","Boston","luscious",94,690688,589,0.000136096182357302
"590","Boston","result",94,690688,590,0.000136096182357302
"591","Boston","cashier",93,690688,591,0.000134648350630096
"592","Boston","confident",93,690688,592,0.000134648350630096
"593","Boston","cover",93,690688,593,0.000134648350630096
"594","Boston","stroll",93,690688,594,0.000134648350630096
"595","Boston","confidence",92,690688,595,0.000133200518902891
"596","Boston","connoisseur",92,690688,596,0.000133200518902891
"597","Boston","disrespectful",92,690688,597,0.000133200518902891
"598","Boston","dole",92,690688,598,0.000133200518902891
"599","Boston","fuss",92,690688,599,0.000133200518902891
"600","Boston","machine",92,690688,600,0.000133200518902891
"601","Boston","mighty",92,690688,601,0.000133200518902891
"602","Boston","shoulder",92,690688,602,0.000133200518902891
"603","Boston","wicked",92,690688,603,0.000133200518902891
"604","Boston","curse",91,690688,604,0.000131752687175686
"605","Boston","terribly",91,690688,605,0.000131752687175686
"606","Boston","account",90,690688,606,0.00013030485544848
"607","Boston","precious",90,690688,607,0.00013030485544848
"608","Boston","afraid",89,690688,608,0.000128857023721275
"609","Boston","committee",89,690688,609,0.000128857023721275
"610","Boston","explore",89,690688,610,0.000128857023721275
"611","Boston","compensate",88,690688,611,0.00012740919199407
"612","Boston","fool",88,690688,612,0.00012740919199407
"613","Boston","illegal",88,690688,613,0.00012740919199407
"614","Boston","snag",88,690688,614,0.00012740919199407
"615","Boston","wood",88,690688,615,0.00012740919199407
"616","Boston","chaos",87,690688,616,0.000125961360266864
"617","Boston","elegance",87,690688,617,0.000125961360266864
"618","Boston","hospital",87,690688,618,0.000125961360266864
"619","Boston","oasis",87,690688,619,0.000125961360266864
"620","Boston","bee",86,690688,620,0.000124513528539659
"621","Boston","crusty",86,690688,621,0.000124513528539659
"622","Boston","freedom",86,690688,622,0.000124513528539659
"623","Boston","gentleman",86,690688,623,0.000124513528539659
"624","Boston","glow",86,690688,624,0.000124513528539659
"625","Boston","necessarily",86,690688,625,0.000124513528539659
"626","Boston","responsive",86,690688,626,0.000124513528539659
"627","Boston","succeed",86,690688,627,0.000124513528539659
"628","Boston","advise",85,690688,628,0.000123065696812454
"629","Boston","devil",85,690688,629,0.000123065696812454
"630","Boston","dismay",85,690688,630,0.000123065696812454
"631","Boston","expectation",85,690688,631,0.000123065696812454
"632","Boston","homeless",85,690688,632,0.000123065696812454
"633","Boston","split",85,690688,633,0.000123065696812454
"634","Boston","cheerful",84,690688,634,0.000121617865085248
"635","Boston","deny",84,690688,635,0.000121617865085248
"636","Boston","guilty",84,690688,636,0.000121617865085248
"637","Boston","lava",84,690688,637,0.000121617865085248
"638","Boston","loss",84,690688,638,0.000121617865085248
"639","Boston","mountain",84,690688,639,0.000121617865085248
"640","Boston","operation",84,690688,640,0.000121617865085248
"641","Boston","patron",84,690688,641,0.000121617865085248
"642","Boston","peaceful",84,690688,642,0.000121617865085248
"643","Boston","powerful",84,690688,643,0.000121617865085248
"644","Boston","spider",84,690688,644,0.000121617865085248
"645","Boston","unhappy",84,690688,645,0.000121617865085248
"646","Boston","vote",84,690688,646,0.000121617865085248
"647","Boston","bless",83,690688,647,0.000120170033358043
"648","Boston","crow",83,690688,648,0.000120170033358043
"649","Boston","difficulty",83,690688,649,0.000120170033358043
"650","Boston","dragon",83,690688,650,0.000120170033358043
"651","Boston","fashion",83,690688,651,0.000120170033358043
"652","Boston","yay",83,690688,652,0.000120170033358043
"653","Boston","call",82,690688,653,0.000118722201630838
"654","Boston","ultimate",82,690688,654,0.000118722201630838
"655","Boston","chow",81,690688,655,0.000117274369903632
"656","Boston","classic",81,690688,656,0.000117274369903632
"657","Boston","default",81,690688,657,0.000117274369903632
"658","Boston","enthusiasm",81,690688,658,0.000117274369903632
"659","Boston","excellence",81,690688,659,0.000117274369903632
"660","Boston","law",81,690688,660,0.000117274369903632
"661","Boston","hopeful",80,690688,661,0.000115826538176427
"662","Boston","ultimately",80,690688,662,0.000115826538176427
"663","Boston","capacity",79,690688,663,0.000114378706449222
"664","Boston","calm",78,690688,664,0.000112930874722016
"665","Boston","friendliness",78,690688,665,0.000112930874722016
"666","Boston","lean",78,690688,666,0.000112930874722016
"667","Boston","medical",78,690688,667,0.000112930874722016
"668","Boston","accidentally",77,690688,668,0.000111483042994811
"669","Boston","enthusiastic",77,690688,669,0.000111483042994811
"670","Boston","john",77,690688,670,0.000111483042994811
"671","Boston","shank",77,690688,671,0.000111483042994811
"672","Boston","suspect",77,690688,672,0.000111483042994811
"673","Boston","offense",76,690688,673,0.000110035211267606
"674","Boston","plump",76,690688,674,0.000110035211267606
"675","Boston","quote",76,690688,675,0.000110035211267606
"676","Boston","sinful",76,690688,676,0.000110035211267606
"677","Boston","grumpy",75,690688,677,0.0001085873795404
"678","Boston","neglect",75,690688,678,0.0001085873795404
"679","Boston","path",75,690688,679,0.0001085873795404
"680","Boston","rainbow",75,690688,680,0.0001085873795404
"681","Boston","sentence",75,690688,681,0.0001085873795404
"682","Boston","tear",75,690688,682,0.0001085873795404
"683","Boston","downfall",74,690688,683,0.000107139547813195
"684","Boston","indecisive",74,690688,684,0.000107139547813195
"685","Boston","manage",74,690688,685,0.000107139547813195
"686","Boston","marvelous",74,690688,686,0.000107139547813195
"687","Boston","outrageous",74,690688,687,0.000107139547813195
"688","Boston","pine",74,690688,688,0.000107139547813195
"689","Boston","swear",74,690688,689,0.000107139547813195
"690","Boston","earn",73,690688,690,0.00010569171608599
"691","Boston","miracle",73,690688,691,0.00010569171608599
"692","Boston","elite",72,690688,692,0.000104243884358784
"693","Boston","harbor",72,690688,693,0.000104243884358784
"694","Boston","jealous",72,690688,694,0.000104243884358784
"695","Boston","organization",72,690688,695,0.000104243884358784
"696","Boston","outdoor",72,690688,696,0.000104243884358784
"697","Boston","renovation",72,690688,697,0.000104243884358784
"698","Boston","revere",72,690688,698,0.000104243884358784
"699","Boston","bum",71,690688,699,0.000102796052631579
"700","Boston","sucker",71,690688,700,0.000102796052631579
"701","Boston","bear",70,690688,701,0.000101348220904374
"702","Boston","crack",70,690688,702,0.000101348220904374
"703","Boston","flower",70,690688,703,0.000101348220904374
"704","Boston","marry",70,690688,704,0.000101348220904374
"705","Boston","pride",70,690688,705,0.000101348220904374
"706","Boston","silly",70,690688,706,0.000101348220904374
"707","Boston","stress",70,690688,707,0.000101348220904374
"708","Boston","faith",69,690688,708,9.99003891771683e-05
"709","Boston","mask",69,690688,709,9.99003891771683e-05
"710","Boston","sneak",69,690688,710,9.99003891771683e-05
"711","Boston","teach",69,690688,711,9.99003891771683e-05
"712","Boston","unacceptable",69,690688,712,9.99003891771683e-05
"713","Boston","coma",68,690688,713,9.84525574499629e-05
"714","Boston","cry",68,690688,714,9.84525574499629e-05
"715","Boston","honor",68,690688,715,9.84525574499629e-05
"716","Boston","lesson",68,690688,716,9.84525574499629e-05
"717","Boston","lonely",68,690688,717,9.84525574499629e-05
"718","Boston","thanksgiving",68,690688,718,9.84525574499629e-05
"719","Boston","unable",68,690688,719,9.84525574499629e-05
"720","Boston","custom",67,690688,720,9.70047257227576e-05
"721","Boston","health",67,690688,721,9.70047257227576e-05
"722","Boston","horror",67,690688,722,9.70047257227576e-05
"723","Boston","hug",67,690688,723,9.70047257227576e-05
"724","Boston","rip",67,690688,724,9.70047257227576e-05
"725","Boston","wont",67,690688,725,9.70047257227576e-05
"726","Boston","airport",66,690688,726,9.55568939955523e-05
"727","Boston","exchange",66,690688,727,9.55568939955523e-05
"728","Boston","happiness",66,690688,728,9.55568939955523e-05
"729","Boston","inappropriate",66,690688,729,9.55568939955523e-05
"730","Boston","inspiration",66,690688,730,9.55568939955523e-05
"731","Boston","warmth",66,690688,731,9.55568939955523e-05
"732","Boston","bargain",65,690688,732,9.41090622683469e-05
"733","Boston","escape",65,690688,733,9.41090622683469e-05
"734","Boston","understand",65,690688,734,9.41090622683469e-05
"735","Boston","desire",64,690688,735,9.26612305411416e-05
"736","Boston","evil",64,690688,736,9.26612305411416e-05
"737","Boston","fireplace",64,690688,737,9.26612305411416e-05
"738","Boston","fly",64,690688,738,9.26612305411416e-05
"739","Boston","smash",64,690688,739,9.26612305411416e-05
"740","Boston","artwork",63,690688,740,9.12133988139362e-05
"741","Boston","bday",63,690688,741,9.12133988139362e-05
"742","Boston","damage",63,690688,742,9.12133988139362e-05
"743","Boston","destroy",63,690688,743,9.12133988139362e-05
"744","Boston","remedy",63,690688,744,9.12133988139362e-05
"745","Boston","reward",63,690688,745,9.12133988139362e-05
"746","Boston","appeal",62,690688,746,8.97655670867309e-05
"747","Boston","beach",62,690688,747,8.97655670867309e-05
"748","Boston","breeze",62,690688,748,8.97655670867309e-05
"749","Boston","unfortunate",62,690688,749,8.97655670867309e-05
"750","Boston","monk",61,690688,750,8.83177353595256e-05
"751","Boston","unsure",61,690688,751,8.83177353595256e-05
"752","Boston","aggressive",60,690688,752,8.68699036323202e-05
"753","Boston","appreciation",60,690688,753,8.68699036323202e-05
"754","Boston","arrogant",60,690688,754,8.68699036323202e-05
"755","Boston","father",60,690688,755,8.68699036323202e-05
"756","Boston","fluke",60,690688,756,8.68699036323202e-05
